category,name,description
user.behavior,tabs_tray.bookmark_selected_tabs,"User has chosen to bookmark selected tabs."
user.behavior,tabs_tray.cfr.dismiss,"A user dismisses the tabs tray CFR."
user.behavior,tabs_tray.cfr.go_to_settings,"A user selects the CFR option to navigate to settings."
user.behavior,tabs_tray.close_all_inactive_tabs,"A user tapped the close all inactive tabs button in the the tabs tray"
user.behavior,tabs_tray.close_all_tabs,"A user tapped the close all tabs button in thethree dot menu within the tabs tray"
user.behavior,tabs_tray.close_inactive_tab,"A counter that indicates how many INACTIVE tabs a user has closed."
user.behavior,tabs_tray.close_selected_tabs,"User has chosen to close selected tabs."
user.behavior,tabs_tray.closed,"A user closed the tabs tray"
user.behavior,tabs_tray.closed_existing_tab,"A user closed an existing tab from a particular app feature."
user.behavior,tabs_tray.enter_multiselect_mode,"User has entered multiselect mode."
user.behavior,tabs_tray.has_inactive_tabs,"A boolean that indicates if the user has any INACTIVE tabs."
user.behavior,tabs_tray.inactive_tabs_cfr_dismissed,"A user has dismissed the inactive tabs CFR."
user.settings,tabs_tray.inactive_tabs_cfr_settings,"A user has opened settings via the inactive tabs CFR."
user.behavior,tabs_tray.inactive_tabs_cfr_visible,"An indication of whether the inactive tabs CFR is visible."
user.behavior,tabs_tray.inactive_tabs_collapsed,"A user tapped the "Inactive tabs" header to collapsethe group of inactive tabs."
user.behavior,tabs_tray.inactive_tabs_expanded,"A user tapped the "Inactive tabs" header to expandthe group of inactive tabs."
user.behavior,tabs_tray.inactive_tabs_recently_closed,"A user tapped the "Recently closed" option of the inactive tabs menu."
user.behavior,tabs_tray.menu_opened,"A user opened three three dot menu in the tabs tray"
user.behavior,tabs_tray.new_private_tab_tapped,"A user opened a new private tab"
user.behavior,tabs_tray.new_tab_tapped,"A user opened a new tab"
user.behavior,tabs_tray.normal_mode_tapped,"A user switched to normal mode"
user.behavior,tabs_tray.open_inactive_tab,"A counter that indicates how many INACTIVE tabs a user has opened."
user.behavior,tabs_tray.opened,"A user opened the tabs tray"
user.behavior,tabs_tray.opened_existing_tab,"A user opened an existing tab from a particular app feature."
user.behavior,tabs_tray.private_mode_tapped,"A user switched to private mode"
user.behavior,tabs_tray.save_to_collection,"A user tapped the save to collection button in the tabs tray"
user.behavior,tabs_tray.selected_tabs_to_collection,"User has chosen to save selected tabs to a collection."
user.behavior,tabs_tray.share_all_tabs,"A user tapped the share all tabs button in thethree dot menu within the tabs tray"
user.behavior,tabs_tray.share_selected_tabs,"User has chosen to share selected tabs."
user.behavior,tabs_tray.synced_mode_tapped,"A user switched to synced mode"
user.behavior,tip.closed,"The tip was closed"
user.behavior,tip.displayed,"The tip was displayed"
user.behavior,tip.pressed,"The tip's button was pressed"
user.settings,toolbar_settings.changed_position,"The user selected a new position for the toolbar"
user.behavior,top_sites.baidu_top_site_removed,"A user removed the default Baidu top site"
N/A,top_sites.context_id,"A UUID that is unjoinable with other browser metrics. This ID will not beshared with AdM, only for internal uses. This ID is shared across allcontextual services features."
N/A,top_sites.contile_advertiser,"Advertiser brand for the sponsored TopSites tile"
user.behavior,top_sites.contile_click,"A user clicked a Contile top site"
user.behavior,top_sites.contile_impression,"A user saw a Contile top site"
user.behavior,top_sites.contile_reporting_url,"The AdM reporting endpoint (impression_url for “impression” event,click_url for “click” event)."
user.behavior,top_sites.contile_settings,"A user has selected "Settings" via the contile top siteslongpress context menu."
user.behavior,top_sites.contile_sponsors_and_privacy,"A user has selected "Our sponsors & your privacy" via thecontile top sites longpress context menu."
N/A,top_sites.contile_tile_id,"A unique identifier provided by the AdM for the sponsored TopSites tile"
user.behavior,top_sites.google_top_site_removed,"A user removed the default Google top site"
user.behavior,top_sites.long_press,"A user long pressed on a top site"
user.behavior.attribution,top_sites.open_baidu_search_attribution,"A user opened the baidu top site"
user.behavior,top_sites.open_contile_in_private_tab,"A user has opened a contile top site in a private tab via the longpress context menu."
user.behavior.browsing,top_sites.open_contile_top_site,"A user has opened a contile top site."
user.behavior,top_sites.open_default,"A user opened a default top site"
user.behavior,top_sites.open_frecency,"A user opened a frecency top site"
user.behavior.attribution,top_sites.open_google_search_attribution,"A user opened the google top site"
user.behavior,top_sites.open_in_new_tab,"A user opens a new tab based on a top site item"
user.behavior,top_sites.open_in_private_tab,"A user opens a new private tab based on a top site item"
user.behavior,top_sites.open_pinned,"A user opened a pinned top site"
user.behavior,top_sites.remove,"A user removes a top site item"
user.behavior,top_sites.swipe_carousel,"A user swiped to change the page of the top sites carousel"
user.settings.privacy,tracking_protection.etp_setting_changed,"A user changed their tracking protection level setting to either strict,standard, or custom."
user.settings.privacy,tracking_protection.etp_settings,"A user opened tracking protection settings through settings."
user.behavior,tracking_protection.etp_shield,"A user pressed the tracking protection shield icon in toolbar."
user.settings.privacy,tracking_protection.etp_tracker_list,"A user pressed into a list of categorized trackers in tracking protectionpanel."
user.settings.privacy,tracking_protection.exception_added,"A user added a tracking protection exception through the TP toggle in thepanel."
user.settings.privacy,tracking_protection.panel_settings,"A user opened tracking protection settings from the panel."
user.settings.privacy,tracking_protection.tcp_cfr_explicit_dismissal,"The Total Cookie Protection CFR was dismissed by the user by clicking onthe "X" button to close the popup."
user.behavior,tracking_protection.tcp_cfr_implicit_dismissal,"The Total Cookie Protection CFR was dismissed by the user by interactingwith the outside of the popup."
user.settings.privacy,tracking_protection.tcp_cfr_shown,"The Total Cookie Protection CFR was shown to the user."
user.behavior,tracking_protection.tcp_sumo_link_clicked,"A user clicked the link in the Total Cookie Protection CFR to open a newSUMO tab detailing the Total Cookie Protection feature."
user.behavior,translations.action,"An area inside the translations feature was tapped.The name of the translations area that the user tapped is stored in extras with thekey `item`."
system,translations.engine_supported,"The translations engine for translating pages is only supported on certain devices.This probe indicates if the device supports the translations engine or not."
user.behavior,translations.offer_event,"The translations engine decided the user may be interested in a translation or that the usershould be offered a translation.An "expected" event means the user is expected to want to translate and we should show the feature on the toolbar.An "offer" event means we should popup the translations dialog."
user.behavior,translations.translate_failed,"The user requested a translation of the page and it failed."
user.behavior,translations.translate_requested,"The user requested a translation of the page."
user.behavior,translations.translate_success,"The user requested a translation of the page and it completed successfully."
user.behavior.search.provider,unified_search.engine_selected,"A user used unified search to select a search shortcut engine to use"
user.behavior,unified_search.search_menu_tapped,"A user tapped on the unified search selector menu."
user.behavior,urlbar.abandonment,"The user dismissed the awesomebar without completing their search."
user.behavior,urlbar.engagement,"The user completed their search session by tapping a search result,or entering a URL or a search term."
system,usage.app_build,"The build identifier generated by the CI system (e.g. "1234/A").If the value was not provided through configuration,this metric gets set to `Unknown`."
system,usage.app_channel,"The channel the application is being distributed on."
system,usage.app_display_version,"The user visible version string (e.g. "1.0.3").If the value was not provided through configuration,this metric gets set to `Unknown`."
user.behavior,usage.duration,"The duration of the last foreground session."
system,usage.first_run_date,"The date of the first run of the application."
user.device,usage.os,"The name of the operating system.Possible values:Android, iOS, Linux, Darwin, Windows,FreeBSD, NetBSD, OpenBSD, Solaris, Unknown"
user.device,usage.os_version,"The user-visible version of the operating system (e.g. "1.2.3").If the version detection fails, this metric gets set to `Unknown`."
user.unique_id.profile_group_id,usage.profile_id,"A UUID uniquely identifying the profile,not shared with other telemetry data."
system,usage.reason,"The optional reason the ping was submitted.The specific values for reason are specific to each ping, and aredocumented in the ping's pings.yaml file."
user.behavior.search,user_specified_search_engines.custom_engine_added,"A user added a new custom search engine"
user.behavior,user_specified_search_engines.custom_engine_deleted,"A user deleted a custom search engine"
user.behavior.search,user_specified_search_engines.search_with_custom_engine,"A user performed a search with a custom search engine"
user.behavior,voice_search.tapped,"A user selected the voice search button on the search screen."
user.behavior,wallpapers.change_wallpaper_logo_toggled,"A user has toggled the switch that controls the tap-logo-to-change-wallpaper feature."
user.behavior,wallpapers.discovered_wallpaper_feature,"Whether or not the user has discovered the wallpaper feature."
user.behavior,wallpapers.learn_more_link_click,"The learn more link for a wallpaper collection has been clicked."
user.settings,wallpapers.new_wallpaper_applied,"An event that is fired when a new wallpaper is applied to the home screen."
user.behavior,wallpapers.onboarding_closed,"The wallpaper onboarding dialog has been closed."
user.behavior,wallpapers.onboarding_explore_more_click,"The wallpaper onboarding learn more button was clicked."
user.behavior,wallpapers.onboarding_opened,"The wallpaper onboarding dialog has been displayed."
user.settings,wallpapers.selected_wallpaper,"Records the wallpaper that is active at session start."
user.behavior,wallpapers.wallpaper_reset_to_default,"The user has reset their wallpaper back to the default background.This means the default is active on startup, and has changed since theprevious session."
user.behavior,wallpapers.wallpaper_selected,"A wallpaper is selected from the settings screen or onboarding dialog."
user.behavior,wallpapers.wallpaper_settings_opened,"User has opened the wallpaper settings screen."
user.behavior,wallpapers.wallpaper_switched,"The wallpaper was switched by using the homescreen toggle."
user.behavior,webcompatreporting.reason_dropdown,"Record whether the user chooses an option from the dropdown."
user.behavior,webcompatreporting.send,"Recorded when a user selects the Send button to submit webcompat report data."
user.behavior,webcompatreporting.send_more_info,"Recorded when a user clicks on the Send More Info link in the reporting UIThe user will be redirected to webcompat.com to submit a more comprehensive report."
